time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-05-09T08:33:07.436Z,34.534,136.895,328.96,5.3,mww,189,24,0.821,0.49,us,us7000h82x,2022-07-22T18:31:08.040Z,"7 km NE of Toba, Japan",earthquake,7,4.7,0.089,12,reviewed,us,us
2022-05-09T07:45:52.188Z,23.9823,122.5575,24.89,5,mww,159,46,0.636,0.4,us,us7000h82m,2022-07-22T18:31:08.040Z,"69 km SW of Yonakuni, Japan",earthquake,4,3.8,0.098,10,reviewed,us,us
2022-05-09T07:25:14.967Z,-33.6356,-69.5837,142.76,4.7,mb,111,36,0.513,0.37,us,us7000h82k,2022-08-09T06:40:38.149Z,"92 km E of Puente Alto, Chile",earthquake,6.5,4.7,0.043,161,reviewed,us,us
2022-05-09T06:23:02.067Z,24.0406,122.4888,21,6.2,mww,200,34,0.638,0.34,us,us7000h82f,2022-07-22T18:31:08.040Z,"70 km SW of Yonakuni, Japan",earthquake,6.1,1.8,0.049,40,reviewed,us,us
2022-05-09T04:04:30.228Z,-59.3088,-25.5198,35,4.6,mb,49,89,9.719,0.61,us,us7000h81y,2022-07-22T18:31:08.040Z,"South Sandwich Islands region",earthquake,13.8,1.9,0.095,33,reviewed,us,us
2022-05-09T03:20:02.213Z,-38.5907,-68.9972,10,4.5,mb,55,74,2.166,0.88,us,us7000h81q,2022-07-22T18:31:07.040Z,"31 km SW of Añelo, Argentina",earthquake,5.9,1.6,0.106,26,reviewed,us,us
2022-05-09T01:57:51.216Z,-0.2948,132.1742,10,4.5,mb,23,116,1.072,0.97,us,us6000hlhb,2022-07-22T18:30:56.040Z,"120 km ENE of Sorong, Indonesia",earthquake,8.9,1.9,0.136,16,reviewed,us,us
2022-05-08T23:56:22.440Z,-30.6308,-178.0284,39.54,4.8,mb,40,78,1.367,0.69,us,us6000hkx4,2022-07-22T18:30:55.040Z,"Kermadec Islands, New Zealand",earthquake,6.2,5.7,0.109,26,reviewed,us,us
2022-05-08T23:33:15.260Z,70.4322,-15.1917,10,5.4,mww,153,32,6.17,0.71,us,us7000h816,2022-07-22T18:31:07.040Z,"245 km WSW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,6.8,1.2,0.035,79,reviewed,us,us
2022-05-08T23:03:45.957Z,-12.1985,121.9137,10,4.8,mb,36,73,3.351,0.41,us,us7000h813,2022-07-22T18:31:07.040Z,"290 km SW of Kupang, Indonesia",earthquake,4.8,1.9,0.127,19,reviewed,us,us
2022-05-08T21:51:39.714Z,1.8437,127.2017,39.28,5.6,mww,131,36,1.077,1.01,us,us7000h803,2022-07-22T18:31:07.040Z,"90 km W of Tobelo, Indonesia",earthquake,6.4,3.6,0.068,21,reviewed,us,us
2022-05-08T21:14:01.424Z,70.5011,-14.8532,10,5.1,mww,86,39,2.16,0.85,us,us7000h7zy,2022-07-22T18:31:07.040Z,"230 km WSW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,5.6,1.7,0.059,28,reviewed,us,us
2022-05-08T19:43:15.434Z,-35.3503,-15.3006,10,4.6,mb,30,66,30.03,1.03,us,us7000h7zp,2022-07-22T18:31:07.040Z,"Tristan da Cunha region",earthquake,8.2,1.9,0.097,32,reviewed,us,us
2022-05-08T19:41:38.114Z,7.0812,94.1029,70.45,4.7,mb,38,162,4.739,0.53,us,us7000h7zj,2022-07-22T18:31:07.040Z,"188 km NW of Sabang, Indonesia",earthquake,10.2,8.3,0.108,26,reviewed,us,us
2022-05-08T17:51:52.236Z,-22.9163,170.074,10,5,mb,37,111,2.444,1,us,us7000h7z0,2022-07-22T18:31:07.040Z,"266 km E of Vao, New Caledonia",earthquake,6.1,1.8,0.076,56,reviewed,us,us
2022-05-08T16:34:28.943Z,3.6704,126.8744,39.16,4.6,mb,60,95,2.921,0.53,us,us7000h7yt,2022-07-22T18:31:07.040Z,"247 km SE of Sarangani, Philippines",earthquake,7.6,7.4,0.083,45,reviewed,us,us
2022-05-08T14:52:09.903Z,12.1353,143.6955,12.88,4.6,mb,64,99,1.843,0.41,us,us6000hkws,2022-07-22T18:30:55.040Z,"163 km SW of Merizo Village, Guam",earthquake,10.9,5.5,0.078,52,reviewed,us,us
2022-05-08T14:30:31.146Z,38.3474,23.3996,10,4.5,mb,52,67,1.651,0.74,us,us7000h7y3,2022-07-22T18:31:07.040Z,"7 km ENE of Thívai, Greece",earthquake,5.3,1.9,0.116,23,reviewed,us,us
2022-05-08T13:32:58.400Z,18.9755,-64.3585,25,5.5,ml,31,214,1.4822,0.35,pr,pr2022128001,2022-07-22T18:31:06.040Z,"84 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,1.55,26.8,0.12,23,reviewed,pr,pr
2022-05-08T13:22:31.254Z,35.0709,25.2599,8.51,4.7,mb,86,68,0.372,0.58,us,us7000h7xj,2022-07-22T18:31:06.040Z,"8 km S of Arkalochóri, Greece",earthquake,5.7,3.8,0.054,108,reviewed,us,us
2022-05-08T12:17:27.769Z,3.6504,126.9739,18.84,5,mb,80,98,2.886,0.54,us,us7000h7x9,2022-07-22T18:31:06.040Z,"241 km NNW of Tobelo, Indonesia",earthquake,7.5,4.5,0.054,110,reviewed,us,us
2022-05-08T11:59:47.328Z,31.8821,104.4935,10,4.7,mb,100,29,4.579,0.47,us,us7000h7x4,2022-07-22T18:31:06.040Z,"24 km WNW of Jiangyou, China",earthquake,7.3,1.8,0.052,114,reviewed,us,us
2022-05-08T10:40:26.333Z,-10.8502,66.7965,10,4.6,mb,44,47,12.78,0.39,us,us6000hkwu,2022-07-22T18:30:55.040Z,"Mid-Indian Ridge",earthquake,4.5,1.9,0.094,34,reviewed,us,us
2022-05-08T10:30:23.686Z,-18.2714,-172.6439,10,4.5,mb,26,74,4.416,0.52,us,us6000hkwl,2022-07-22T18:30:54.040Z,"147 km ENE of Neiafu, Tonga",earthquake,9.8,1.9,0.124,20,reviewed,us,us
2022-05-08T07:54:34.052Z,-3.4993,145.9811,10,4.8,mb,62,69,6.207,0.77,us,us7000h7wh,2022-07-22T18:31:06.040Z,"191 km N of Madang, Papua New Guinea",earthquake,10.3,1.9,0.073,58,reviewed,us,us
2022-05-08T02:28:59.589Z,3.6971,126.9085,10,5.2,mww,83,76,2.941,0.8,us,us7000h7vi,2022-07-22T18:31:06.040Z,"247 km SE of Sarangani, Philippines",earthquake,7.4,1.8,0.086,13,reviewed,us,us
2022-05-08T02:18:52.938Z,3.8111,126.9625,10,5,mb,61,105,3.045,0.96,us,us7000h7vg,2022-07-22T18:31:05.040Z,"242 km SE of Sarangani, Philippines",earthquake,5,1.9,0.065,78,reviewed,us,us
2022-05-08T02:12:43.237Z,3.7289,126.9366,10,5.1,mb,61,104,2.968,0.74,us,us7000h7ve,2022-07-22T18:31:05.040Z,"",earthquake,6.4,1.3,0.059,96,reviewed,us,us
2022-05-08T00:25:40.546Z,8.7136,-83.1561,18.49,5,mww,215,42,0.469,0.63,us,us7000h7v8,2022-07-22T18:31:05.040Z,"13 km NNW of Golfito, Costa Rica",earthquake,4.6,3.3,0.056,31,reviewed,us,us
2022-05-07T23:02:21.338Z,6.5522,127.0554,55.78,4.6,mb,86,110,1.553,0.72,us,us7000h7ur,2022-07-22T18:31:05.040Z,"86 km SE of Lukatan, Philippines",earthquake,8.1,6.8,0.066,68,reviewed,us,us
2022-05-07T22:55:16.648Z,35.6696,-34.712,10,4.5,mb,22,69,17.114,0.5,us,us6000hkvx,2022-07-22T18:30:54.040Z,"Azores Islands region",earthquake,6.6,1.9,0.157,12,reviewed,us,us
2022-05-07T20:34:49.433Z,-13.5529,-112.3888,10,4.6,mb,40,162,41.05,0.39,us,us6000hkvr,2022-07-22T18:30:54.040Z,"central East Pacific Rise",earthquake,10.2,1.9,0.1,30,reviewed,us,us
2022-05-07T18:56:53.564Z,3.8366,126.8713,21.31,4.5,mb,64,102,3.084,1,us,us6000hkvm,2022-07-22T18:30:54.040Z,"233 km SE of Sarangani, Philippines",earthquake,7.1,5.4,0.083,46,reviewed,us,us
2022-05-07T18:55:25.458Z,23.5132,-44.8879,10,4.5,mb,63,109,16.807,0.59,us,us6000hkvn,2022-07-22T18:30:54.040Z,"northern Mid-Atlantic Ridge",earthquake,12.5,1.9,0.076,52,reviewed,us,us
2022-05-07T18:13:27.464Z,54.1305,163.2361,10,5.1,mb,357,25,2.95,0.7,us,us7000h7tk,2022-07-22T18:31:05.040Z,"238 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,6.7,1.7,0.023,608,reviewed,us,us
2022-05-07T16:58:14.026Z,18.7961,145.5103,233.39,5.6,mww,113,58,14.948,0.84,us,us7000h7t6,2022-08-27T17:08:27.329Z,"",earthquake,11.1,4.5,0.048,42,reviewed,us,us
2022-05-07T16:25:33.985Z,-10.158,161.2237,88.07,5.2,mww,53,55,1.446,0.79,us,us7000h7sz,2022-07-22T18:31:05.040Z,"83 km WNW of Kirakira, Solomon Islands",earthquake,9.6,5.9,0.078,16,reviewed,us,us
2022-05-07T15:44:48.019Z,-20.3535,-175.2013,154.25,4.5,mb,14,92,7.193,0.46,us,us6000hkvi,2022-07-22T18:30:53.040Z,"87 km N of Nuku‘alofa, Tonga",earthquake,10.8,11.9,0.15,13,reviewed,us,us
2022-05-07T11:53:56.580Z,26.7906,126.4642,10,5.5,mww,145,40,1.616,0.52,us,us7000h7s7,2022-07-22T18:31:05.040Z,"137 km WNW of Naha, Japan",earthquake,5.5,1.8,0.043,51,reviewed,us,us
2022-05-07T06:12:23.484Z,-36.4822,-72.9156,28.87,4.5,mwr,86,79,0.345,0.65,us,us7000h7qm,2022-07-22T18:31:04.040Z,"15 km NNE of Tomé, Chile",earthquake,6.3,4.8,0.046,46,reviewed,us,us
2022-05-07T01:17:54.939Z,14.1054,-91.2785,84.11,4.7,mb,86,136,1.191,1.22,us,us7000h7p6,2022-07-22T18:31:04.040Z,"10 km SSE of Nueva Concepción, Guatemala",earthquake,5.9,5.1,0.027,418,reviewed,us,us
2022-05-06T17:02:26.847Z,-25.1682,179.6145,507.12,5.4,mww,251,32,4.63,0.83,us,us7000h7l3,2022-07-09T21:40:08.040Z,"south of the Fiji Islands",earthquake,9.1,4.6,0.098,10,reviewed,us,us
2022-05-06T16:51:07.328Z,13.7073,-92.8103,10,4.9,mb,49,183,2.641,0.77,us,us7000h7l0,2022-07-09T21:40:07.040Z,"111 km SW of Ocós, Guatemala",earthquake,8.3,1.9,0.032,301,reviewed,us,us
2022-05-06T16:11:47.025Z,-22.6492,170.8995,10,4.6,mb,30,200,3.19,0.81,us,us7000h7kq,2022-07-09T21:40:07.040Z,"southeast of the Loyalty Islands",earthquake,5.1,2,0.091,36,reviewed,us,us
2022-05-06T14:04:02.946Z,-21.8539,170.5156,109.04,4.9,mb,108,38,2.942,0.86,us,us7000h7jg,2022-07-09T21:40:07.040Z,"274 km E of Tadine, New Caledonia",earthquake,7.7,5.9,0.05,125,reviewed,us,us
2022-05-06T13:21:07.558Z,26.8334,126.5084,10,5.4,mww,136,41,1.576,0.61,us,us7000h7j8,2022-07-09T21:40:07.040Z,"135 km WNW of Naha, Japan",earthquake,6,1.7,0.046,46,reviewed,us,us
2022-05-06T12:44:48.629Z,-29.1846,-68.2252,56.48,4.6,mb,74,43,1.809,0.42,us,us7000h7hv,2022-07-09T21:40:07.040Z,"47 km S of Vinchina, Argentina",earthquake,3.9,5.5,0.055,99,reviewed,us,us
2022-05-06T12:32:30.404Z,-20.7359,-175.6503,79.08,4.8,mb,65,47,6.651,0.54,us,us7000h7hu,2022-07-09T21:40:07.040Z,"64 km NW of Nuku‘alofa, Tonga",earthquake,8.8,7,0.044,159,reviewed,us,us
2022-05-06T10:34:17.860Z,-22.603,170.5811,10,4.5,mb,53,80,2.896,0.63,us,us7000h7he,2022-07-09T21:40:07.040Z,"",earthquake,8.3,1.8,0.098,31,reviewed,us,us
2022-05-06T09:19:13.466Z,-4.8153,68.5405,10,4.5,mb,52,66,13.018,0.29,us,us7000h7hb,2022-07-09T21:40:06.040Z,"Chagos Archipelago region",earthquake,10.6,1.7,0.103,32,reviewed,us,us
2022-05-06T08:41:21.219Z,-14.9922,166.9158,59.07,5,mb,51,81,6.069,0.89,us,us7000h7h5,2022-07-09T21:40:06.040Z,"17 km WNW of Port-Olry, Vanuatu",earthquake,9.8,7.3,0.086,43,reviewed,us,us
2022-05-06T07:34:51.338Z,8.7039,126.4278,60.94,4.8,mb,103,103,1.828,0.53,us,us7000h7h0,2022-07-09T21:40:06.040Z,"18 km SE of Marihatag, Philippines",earthquake,9.7,7.2,0.058,91,reviewed,us,us
2022-05-06T07:18:58.437Z,-60.6552,-26.8085,10,4.6,mb,32,113,8.239,0.66,us,us6000hktw,2022-07-09T21:40:06.040Z,"South Sandwich Islands region",earthquake,12.9,1.9,0.1,30,reviewed,us,us
2022-05-06T06:21:18.625Z,26.9552,66.2726,10,5.1,mww,153,77,7.927,0.68,us,us7000h7gi,2022-08-09T06:38:31.083Z,"80 km N of Bela, Pakistan",earthquake,8.2,1.8,0.086,13,reviewed,us,us
2022-05-06T04:40:47.849Z,6.6209,127.0504,10,4.6,mb,22,116,1.527,1.16,us,us6000hktt,2022-07-09T21:40:06.040Z,"81 km ESE of Lukatan, Philippines",earthquake,8.9,1.9,0.164,13,reviewed,us,us
2022-05-06T04:17:02.995Z,-8.4014,121.4857,10,4.5,mb,18,132,0.779,0.77,us,us6000hkts,2022-07-09T21:40:06.040Z,"52 km NNW of Ende, Indonesia",earthquake,5.9,1.6,0.191,9,reviewed,us,us
2022-05-06T03:13:46.830Z,-5.9343,148.799,94.93,4.8,mb,46,68,3.772,0.82,us,us7000h7fm,2022-07-09T21:40:05.040Z,"88 km WNW of Kandrian, Papua New Guinea",earthquake,9.1,6.5,0.05,126,reviewed,us,us
2022-05-06T02:03:27.627Z,-17.4475,167.2274,10,4.5,mb,21,129,4.155,0.66,us,us6000hktx,2022-07-09T21:40:05.040Z,"119 km WNW of Port-Vila, Vanuatu",earthquake,13,1.9,0.181,10,reviewed,us,us
2022-05-06T02:00:45.153Z,6.3565,127.2817,10,4.5,mb,15,119,1.833,0.7,us,us6000hkui,2022-07-09T21:40:05.040Z,"119 km SE of Lukatan, Philippines",earthquake,10.2,1.9,0.241,7,reviewed,us,us
2022-05-06T00:48:02.830Z,28.4676,64.35,10,5.1,mb,98,103,8.084,0.85,us,us7000h7er,2022-07-09T21:40:05.040Z,"46 km S of Dalbandin, Pakistan",earthquake,9.5,1.8,0.042,183,reviewed,us,us
2022-05-06T00:02:23.375Z,6.5821,126.9217,26.86,5.3,mb,145,63,18.755,0.9,us,us7000h7ek,2022-07-09T21:40:05.040Z,"72 km SE of Lukatan, Philippines",earthquake,9.7,3.5,0.037,242,reviewed,us,us
2022-05-05T22:58:42.688Z,51.4976,-176.8011,47.07,4.7,mb,103,129,0.378,0.77,us,us7000h7ec,2022-07-09T21:40:05.040Z,"43 km SSW of Adak, Alaska",earthquake,5,4.8,0.034,257,reviewed,us,us
2022-05-05T22:55:17.980Z,-21.1832,-175.8305,144.81,4.5,mb,38,124,6.707,1.26,us,us7000h7eb,2022-07-09T21:40:05.040Z,"64 km W of Haveluloto, Tonga",earthquake,13.1,2,0.116,22,reviewed,us,us
2022-05-05T21:10:39.270Z,26.0674,99.9874,10,4.5,mb,49,79,4.773,0.6,us,us7000h7dz,2022-08-09T06:38:07.062Z,"58 km NNW of Dali, China",earthquake,8.4,1.9,0.097,31,reviewed,us,us
2022-05-05T21:05:26.929Z,-33.0949,-73.0122,28.8,5.1,mww,125,40,1.148,0.72,us,us7000h7dn,2022-07-09T21:40:05.040Z,"129 km W of Valparaíso, Chile",earthquake,5.1,3.3,0.075,17,reviewed,us,us
2022-05-05T20:29:21.400Z,-16.0125,-72.8933,54.22,4.6,mb,28,151,3.383,0.52,us,us7000h7df,2022-07-09T21:40:04.040Z,"24 km S of Andaray, Peru",earthquake,8.7,11.4,0.172,10,reviewed,us,us
2022-05-05T20:15:47.817Z,-17.3758,167.6793,18,5.6,mww,111,34,4.503,1.06,us,us7000h7da,2022-07-09T21:40:04.040Z,"78 km WNW of Port-Vila, Vanuatu",earthquake,7.8,1.7,0.052,35,reviewed,us,us
2022-05-05T19:54:40.262Z,6.5441,127.0545,10,5.2,mww,103,46,1.555,1.27,us,us7000h7d0,2022-07-09T21:40:04.040Z,"Philippine Islands region",earthquake,7.3,1.8,0.068,21,reviewed,us,us
2022-05-05T19:25:55.666Z,18.7428,145.6617,182.68,5.3,mww,134,21,5.18,0.98,us,us7000h7cj,2022-08-25T19:36:09.488Z,"",earthquake,8.3,4.1,0.052,35,reviewed,us,us
2022-05-05T15:26:09.561Z,-5.4693,154.2628,138.17,4.5,mb,139,93,2.446,0.69,us,us7000h7bd,2022-07-09T21:40:04.040Z,"164 km NW of Panguna, Papua New Guinea",earthquake,9,4.1,0.046,153,reviewed,us,us
2022-05-05T14:54:31.339Z,6.5885,126.9957,58.28,4.6,mb,51,118,1.485,1.01,us,us7000h7ay,2022-07-09T21:40:04.040Z,"78 km SE of Lukatan, Philippines",earthquake,8.2,6.1,0.056,94,reviewed,us,us
2022-05-05T14:05:54.163Z,-5.4647,147.2531,195.03,5.2,mww,78,22,5.054,0.72,us,us7000h7a3,2022-07-09T21:40:03.040Z,"137 km NNW of Finschhafen, Papua New Guinea",earthquake,9.4,5.6,0.075,17,reviewed,us,us
2022-05-05T13:43:33.583Z,-7.5655,127.7857,174.01,4.5,mb,29,54,3.505,1.11,us,us7000h79r,2022-07-09T21:40:03.040Z,"136 km NE of Lospalos, Timor Leste",earthquake,8.8,8.6,0.127,18,reviewed,us,us
2022-05-05T11:06:53.781Z,13.9474,119.4961,10,4.7,mb,49,73,9.08,0.55,us,us7000h791,2022-07-09T21:40:03.040Z,"60 km W of Cabra, Philippines",earthquake,11.4,1.9,0.099,31,reviewed,us,us
2022-05-05T10:37:31.043Z,6.5556,126.9838,53.07,5.1,mb,129,50,1.485,0.86,us,us7000h78u,2022-07-09T21:40:03.040Z,"79 km SE of Lukatan, Philippines",earthquake,6,4.9,0.042,183,reviewed,us,us
2022-05-05T10:25:23.809Z,27.9817,129.9807,10,4.5,mb,55,61,1.899,0.7,us,us7000h78w,2022-07-09T21:40:03.040Z,"64 km SE of Naze, Japan",earthquake,6,1.9,0.093,34,reviewed,us,us
2022-05-05T09:42:03.414Z,36.1599,139.7938,65.13,5,mb,119,51,1.334,0.69,us,us7000h78s,2022-07-09T21:40:03.040Z,"6 km N of Sakai, Japan",earthquake,6.2,5,0.028,405,reviewed,us,us
2022-05-05T09:15:17.550Z,11.9825,143.708,19.91,4.7,mb,54,51,1.957,0.71,us,us6000hklf,2022-07-09T21:40:03.040Z,"176 km SW of Merizo Village, Guam",earthquake,10.1,4.3,0.059,110,reviewed,us,us
2022-05-05T08:33:11.842Z,6.501,127.0576,28.46,4.7,mb,42,112,1.573,0.42,us,us6000hkla,2022-07-09T21:40:03.040Z,"90 km SE of Lukatan, Philippines",earthquake,8.7,6.3,0.105,30,reviewed,us,us
2022-05-05T08:21:15.666Z,6.5295,127.1315,18,6,mww,124,72,1.632,0.48,us,us7000h781,2022-07-09T21:40:02.040Z,"94 km SE of Lukatan, Philippines",earthquake,4.9,1.8,0.043,51,reviewed,us,us
2022-05-05T07:14:21.185Z,-7.0474,105.3421,58.56,4.5,mb,35,138,2.326,0.63,us,us6000hkl8,2022-07-09T21:40:02.040Z,"91 km SW of Labuan, Indonesia",earthquake,7.9,7.9,0.136,19,reviewed,us,us
2022-05-05T04:02:11.370Z,40.7333,105.6078,18.98,4.5,mb,48,57,5,0.53,us,us7000h76w,2022-07-09T21:40:02.040Z,"150 km W of Bayan Nur, China",earthquake,6.9,3.9,0.08,45,reviewed,us,us
2022-05-05T03:12:48.525Z,-23.6249,-179.9544,531.77,4.6,mb,78,104,5.902,0.54,us,us7000h76q,2022-07-09T21:40:01.040Z,"south of the Fiji Islands",earthquake,11.5,5.1,0.033,272,reviewed,us,us
2022-05-05T01:55:53.813Z,2.846,126.3832,50.77,4.5,mb,22,83,4.271,0.77,us,us6000hkl7,2022-07-09T21:40:01.040Z,"217 km NE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,8.4,7.7,0.156,14,reviewed,us,us
2022-05-05T01:20:05.392Z,14.1983,119.3494,10,4.5,mb,27,122,10.146,0.72,us,us6000hkkz,2022-07-09T21:40:00.040Z,"83 km WNW of Cabra, Philippines",earthquake,13.2,1.9,0.145,14,reviewed,us,us
2022-05-05T01:00:19.846Z,14.2447,119.3264,10,4.5,mb,27,126,20,0.81,us,us6000hkkx,2022-07-09T21:40:00.040Z,"87 km WNW of Cabra, Philippines",earthquake,14.6,1.3,0.192,10,reviewed,us,us
2022-05-05T00:44:59.250Z,11.7666,143.1853,10,4.8,mb,34,138,2.445,0.76,us,us6000hkkw,2022-07-09T21:40:00.040Z,"231 km SW of Merizo Village, Guam",earthquake,10.1,1.9,0.125,20,reviewed,us,us
2022-05-05T00:05:42.889Z,37.4966,71.7198,108.39,5,mww,215,44,0.984,0.66,us,us7000h75s,2022-07-09T21:40:00.040Z,"14 km E of Khorugh, Tajikistan",earthquake,6.4,4.6,0.098,10,reviewed,us,us
2022-05-04T23:23:51.407Z,-50.3182,112.6592,10,4.6,mb,20,91,16.046,0.41,us,us7000h8mw,2022-07-09T21:40:00.040Z,"southeast Indian Ridge",earthquake,13,1.8,0.145,14,reviewed,us,us
2022-05-04T23:12:26.434Z,-33.8412,56.5871,10,4.6,mb,22,113,12.167,0.58,us,us7000h8mm,2022-07-09T21:40:00.040Z,"Southwest Indian Ridge",earthquake,14.3,0.9,0.172,10,reviewed,us,us
2022-05-04T23:05:08.560Z,14.1619,119.2512,10,4.5,mb,16,128,19.01,0.66,us,us7000h8ml,2022-07-09T21:40:00.040Z,"91 km WNW of Cabra, Philippines",earthquake,11.8,1.8,0.192,8,reviewed,us,us
2022-05-04T21:52:54.783Z,6.7746,127.2787,10,4.5,mb,23,104,1.712,1.15,us,us7000h8mj,2022-07-09T21:40:00.040Z,"95 km ESE of Manay, Philippines",earthquake,7.5,1.9,0.14,15,reviewed,us,us
2022-05-04T21:41:06.134Z,6.4879,127.0565,19.82,5.6,mww,194,50,1.576,0.82,us,us7000h74t,2022-07-09T21:39:59.040Z,"90 km ESE of Bobon, Philippines",earthquake,7.5,2.9,0.049,40,reviewed,us,us
2022-05-04T21:09:22.394Z,-37.326,78.6172,10,4.8,mb,48,74,0.956,0.48,us,us7000h77w,2022-07-09T21:39:59.040Z,"Mid-Indian Ridge",earthquake,9.3,1.9,0.092,37,reviewed,us,us
2022-05-04T20:36:17.083Z,10.3401,92.4602,30.51,4.6,mb,26,93,1.336,0.62,us,us7000h8mi,2022-07-09T21:39:59.040Z,"149 km SSW of Port Blair, India",earthquake,9,6.1,0.164,11,reviewed,us,us
2022-05-04T20:16:06.027Z,6.5927,127.0537,11.34,5.1,mww,114,82,1.539,1.04,us,us7000h73u,2022-08-09T06:37:00.095Z,"83 km ESE of Lukatan, Philippines",earthquake,5,3,0.08,15,reviewed,us,us
2022-05-04T20:10:55.299Z,9.677,126.5453,28.94,4.5,mb,44,94,2.761,0.99,us,us7000h8mh,2022-07-09T21:39:59.040Z,"48 km E of Union, Philippines",earthquake,9.7,5.4,0.094,33,reviewed,us,us
2022-05-04T15:03:43.783Z,-19.2306,-69.3919,108.83,4.5,mb,37,91,0.473,0.7,us,us7000h708,2022-07-09T21:39:58.040Z,"126 km SE of Arica, Chile",earthquake,3.9,5.9,0.131,17,reviewed,us,us
2022-05-04T12:48:20.073Z,-32.223,-72.0297,8.52,5.1,mww,67,139,0.86,0.56,us,us7000h6zr,2022-07-09T21:39:58.040Z,"79 km WNW of La Ligua, Chile",earthquake,4.9,4.4,0.078,16,reviewed,us,us
2022-05-04T11:59:34.782Z,-32.2228,-71.8275,20.42,5.2,mww,75,136,0.745,0.64,us,us7000h6zc,2022-07-09T21:39:58.040Z,"61 km WNW of La Ligua, Chile",earthquake,1.8,4.1,0.066,22,reviewed,us,us
2022-05-04T09:29:19.790Z,11.816,143.2028,10,4.6,mb,35,110,2.397,0.6,us,us7000h8m3,2022-07-09T21:39:58.040Z,"226 km SW of Merizo Village, Guam",earthquake,12.9,1.9,0.099,30,reviewed,us,us
2022-05-04T06:54:12.892Z,-32.2356,-71.9126,17.36,4.8,mwr,88,70,0.816,0.86,us,us7000h6ya,2022-07-09T21:39:57.040Z,"68 km WNW of La Ligua, Chile",earthquake,4.2,3.5,0.035,79,reviewed,us,us
2022-05-04T06:19:58.617Z,-7.1926,155.1742,63.81,5,mb,74,58,4.226,0.81,us,us7000h6y4,2022-07-09T21:39:57.040Z,"102 km SSW of Panguna, Papua New Guinea",earthquake,8.5,6.4,0.044,163,reviewed,us,us
2022-05-04T05:23:00.872Z,-63.0658,-162.1729,10,5.2,mww,44,68,17.69,1.36,us,us7000h6xw,2022-07-09T21:39:57.040Z,"Pacific-Antarctic Ridge",earthquake,13.3,1.8,0.098,10,reviewed,us,us
2022-05-04T03:53:59.286Z,24.8575,125.3364,52.15,4.6,mb,96,111,2.15,0.6,us,us7000h6xa,2022-07-09T21:39:57.040Z,"6 km NNE of Hirara, Japan",earthquake,8.4,7.6,0.07,62,reviewed,us,us
2022-05-04T03:48:42.453Z,22.2804,143.6719,110.68,4.5,mb,22,119,4.981,0.81,us,us7000h8lx,2022-07-09T21:39:57.040Z,"Volcano Islands, Japan region",earthquake,10.4,7,0.205,7,reviewed,us,us
2022-05-04T03:45:57.769Z,-32.2364,-71.9463,11.03,4.9,mww,181,49,0.823,0.35,us,us7000h6x9,2022-07-09T21:39:57.040Z,"Near the coast of Valparaiso, Chile",earthquake,3.8,3.1,0.089,12,reviewed,us,us
2022-05-04T01:32:41.111Z,-20.4418,-178.7438,597.59,4.6,mb,108,122,6.129,0.77,us,us7000h6wp,2022-07-09T21:39:56.040Z,"Fiji region",earthquake,13.2,6.6,0.063,75,reviewed,us,us
2022-05-03T21:42:27.602Z,-19.322,-173.3229,10,5,mb,41,124,18.255,0.71,us,us7000h6vj,2022-07-09T21:39:56.040Z,"101 km SE of Neiafu, Tonga",earthquake,13.2,1.9,0.087,42,reviewed,us,us
2022-05-03T18:04:51.060Z,-59.3648,-25.0746,10,4.5,mb,24,72,8.064,0.99,us,us7000h8ds,2022-07-09T21:39:55.040Z,"South Sandwich Islands region",earthquake,8.2,1.9,0.15,14,reviewed,us,us
2022-05-03T16:58:43.723Z,17.6626,-106.1375,10,4.6,mb,116,179,5.056,0.61,us,us7000h6u1,2022-07-09T21:39:55.040Z,"227 km SSW of Emiliano Zapata, Mexico",earthquake,10.4,1.9,0.035,245,reviewed,us,us
2022-05-03T16:35:31.327Z,17.9521,147.2951,35,4.9,mb,66,83,4.926,0.52,us,us7000h6tt,2022-07-09T21:39:55.040Z,"Mariana Islands region",earthquake,10,1.9,0.075,60,reviewed,us,us
2022-05-03T10:39:57.036Z,35.6215,139.4607,134.53,4.8,mb,147,97,1.367,0.38,us,us7000h6sf,2022-07-09T21:39:54.040Z,"7 km SE of Hino, Japan",earthquake,6.9,5.4,0.028,387,reviewed,us,us
2022-05-03T08:48:28.031Z,0.5046,126.5861,62.22,4.6,mb,44,44,0.824,0.83,us,us7000h6s5,2022-07-09T21:39:54.040Z,"94 km WSW of Ternate, Indonesia",earthquake,6.1,6.2,0.098,31,reviewed,us,us
2022-05-03T08:28:58.195Z,5.4829,-82.6553,10,4.6,mb,79,72,3.289,1.07,us,us7000h6s3,2022-07-09T21:39:54.040Z,"283 km S of Burica, Panama",earthquake,7.3,1.8,0.052,109,reviewed,us,us
